0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.69608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,661.2257703,700.5263065,0,0,736.5792311,0,0,0,0,842.5980162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.9979458,0,595.4304024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,406.7487656,981.4179003,383.202605,0,845.5107727,937.3674306,936.8468014,851.5108815,861.2209647,313.9264043,0,826.3018428,351.8055335,318.2521456,305.3858592,326.0710363,311.1774152,869.1387762,317.6202884,0,0,0,0,0,0,0,0,0,308.2511906,0,0,337.8320909,0,0,315.484662,872.9150521,0,329.6064988,0,0,312.4141801,875.2995016,0,322.7222746,314.5119368,0,0,0,952.4147409,300.6089541,0,0,0,0,0,0,962.9939214,954.3355977,938.7809489,754.792958,850.6416107,361.3009725,0,333.030859,945.8009328,0,0,0,0,0,0,916.1763531,0,871.8338642,319.0190901
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.1914496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.350051,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.7830984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.2200495,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.4781065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.229709,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,307.3780769,436.9198569,0,561.9575738,456.9520694,504.1733058,362.0506785,369.3653083,475.8566503,365.8085841,406.8643541,457.3129973,437.5259146,412.5846172,0,412.2832757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.1675438,0,529.9312945,0,0,0,0,0,310.2596516,387.2279817,0,0,440.2921256,486.7462966,0,0,0,0,0,0,338.8738376,374.7592672,0,384.2095579,0,354.334124,0,0,397.7721594,491.6721177,410.0689349,0,514.8279865,402.7781816,480.9516665,0,0,511.7000977,0,322.9614007,0,0,0,0
46,0,0,0,0,0,380.2879452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.8189773,0,0,0,0,0,0,0,0,303.5359732,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,621.144964,624.649259,0,0,649.4775205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.3438404,0,0,0,0,0,0,0,378.2872895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,819.6783927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.5195825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.1796603,0,0,0,0,0,0,0,653.2743761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.0527276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,819.6783927,806.5105776,548.0687548,0,567.79533,810.4420716,796.767452,608.5977275,620.7658746,638.9677898,576.1594263,667.872378,633.5606291,578.365607,501.9396953,686.4810171,812.0499323,665.6013643,397.8806626,0,0,0,0,0,759.1354445,779.6191184,780.2035472,0,764.1297983,0,794.1701362,645.532825,0,0,763.5719548,0,571.9413525,766.1574517,0,806.9973497,500.7539141,0,653.2743761,658.9364544,640.9400563,0,0,0,807.0882213,0,0,0,0,0,0,0,584.2196435,790.3865378,448.8986733,470.8368321,560.0676467,489.8870911,0,0,786.2797024,659.0699378,0,0,793.2648053,0,528.5962741,649.985247,0,0,0
50,0,819.6783927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.2743761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,819.6783927,0,0,0,0,0,0,0,0,0,0,0,602.1737836,0,0,686.4810171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.2743761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,555.0745229,787.1199384,797.796165,614.7834645,0,558.2794635,780.5322754,760.7942487,609.0205033,614.9253873,630.3221878,589.5647752,622.3843815,662.7354741,765.417243,749.2542627,659.342678,773.5579003,749.3184926,651.1724374,0,727.4607329,0,0,0,311.7762147,0,756.6699005,0,759.6565005,0,761.0085206,617.5313148,0,738.7323863,745.7177521,618.7821927,0,779.089639,656.0079992,777.0647458,413.945667,605.3251266,642.2444088,670.3356829,688.9162921,0,0,770.6994673,752.1486795,695.1430041,0,635.0965624,635.5241147,792.66132,638.8716359,0,774.1134499,763.6173999,753.4590548,502.2359574,604.7322575,449.7006639,0,676.8407744,732.9963282,637.7854544,0,0,778.9638582,777.0100925,780.8501108,719.4047722,0,593.3349106,661.7731979
53,584.0066562,787.1199384,797.796165,614.7834645,0,558.2794635,780.5322754,760.7942487,609.0205033,614.9253873,630.3221878,589.5647752,622.3843815,662.7354741,765.417243,749.2542627,659.342678,773.5579003,749.3184926,651.1724374,0,727.4607329,0,0,0,342.6123356,0,756.6699005,0,759.6565005,0,761.0085206,617.5313148,0,738.7323863,745.7177521,632.8417655,0,779.089639,698.596933,777.0647458,413.945667,588.614017,642.2444088,670.3356829,688.9162921,0,0,770.6994673,752.1486795,695.1430041,0,635.0965624,635.5241147,792.66132,638.8716359,0,774.1134499,763.6173999,753.4590548,502.2359574,604.7322575,449.7006639,0,676.8407744,732.9963282,637.7854544,0,0,778.9638582,777.0100925,780.8501108,719.4047722,0,614.2406698,661.7731979
54,581.0648985,787.1199384,797.796165,614.7834645,0,558.2794635,780.5322754,760.7942487,609.0205033,614.9253873,630.3221878,589.5647752,622.3843815,662.7354741,765.417243,749.2542627,659.342678,773.5579003,749.3184926,651.1724374,0,727.4607329,0,0,0,322.4982199,0,756.6699005,0,759.6565005,0,761.0085206,617.5313148,0,738.7323863,745.7177521,496.2632275,0,779.089639,634.4664695,777.0647458,413.945667,428.1912911,642.2444088,670.3356829,688.9162921,0,0,770.6994673,752.1486795,695.1430041,0,635.0965624,635.5241147,792.66132,638.8716359,0,774.1134499,763.6173999,753.4590548,502.2359574,604.7322575,449.7006639,0,676.8407744,732.9963282,637.7854544,0,0,778.9638582,777.0100925,780.8501108,719.4047722,0,511.5428626,661.7731979
55,491.723922,787.1199384,797.796165,614.7834645,0,558.2794635,780.5322754,760.7942487,609.0205033,614.9253873,630.3221878,589.5647752,622.3843815,499.6135501,765.417243,749.2542627,659.342678,773.5579003,749.3184926,651.1724374,0,727.4607329,0,0,0,0,0,756.6699005,0,759.6565005,0,761.0085206,617.5313148,0,738.7323863,745.7177521,376.383357,0,779.089639,538.7928379,777.0647458,413.945667,394.0742979,642.2444088,670.3356829,688.9162921,0,0,770.6994673,752.1486795,695.1430041,0,635.0965624,635.5241147,792.66132,638.8716359,0,774.1134499,763.6173999,753.4590548,502.2359574,604.7322575,449.7006639,0,676.8407744,732.9963282,637.7854544,0,0,778.9638582,777.0100925,780.8501108,719.4047722,0,380.079307,661.7731979
56,0,0,0,300.2147255,0,332.8085464,0,0,0,0,0,0,308.9350684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.0718222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.4894441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,827.9775652,0,0,0,313.4425087,0,0,625.3146823,652.849129,0,0,713.8379947,0,0,0,0,834.3362446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.2611988,0,0,0,0,0,0,0,629.8118073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.6931097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,338.6242904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.0671098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,625.3146823,652.849129,0,0,713.8379947,0,0,0,0,834.3362446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.2611988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.2659633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.43208,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
