0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,761.7166923,0,845.5107727,937.3674306,936.8468014,851.5108815,887.4141382,878.8617235,390.8069212,536.1231412,863.3946106,961.5094691,940.1757627,0,908.6903291,0,0,0,309.8492289,0,0,0,0,0,0,0,328.0054434,0,0,645.897919,0,927.2441346,370.3837861,0,738.7122835,0,0,0,0,0,0,919.4173749,889.0859267,0,0,0,0,472.6077685,0,885.4887017,874.4700706,0,0,0,457.6573019,0,302.6597853,344.3849289,850.6416107,476.1118561,0,920.0333085,945.8009328,902.1595825,0,0,954.6380799,0,424.4589482,0,0,0,0
69,0,0,0,0,0,327.6908744,0,0,0,0,0,0,0,0,304.4091477,0,0,0,0,0,0,332.7109275,0,0,0,0,0,0,0,339.1310188,0,0,0,0,0,440.6077332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.7951956,0,0,0,322.326378,0,0,0,0,0,0,0,0,0
70,0,0,332.6080236,0,0,845.5107727,937.3674306,936.8468014,0,0,0,0,0,0,0,0,0,0,350.7295276,0,0,333.5570567,0,0,0,0,0,0,0,315.9054094,0,0,0,0,0,372.9227291,0,0,0,0,0,0,0,856.2421181,0,0,0,0,0,0,0,0,0,0,0,0,0,482.1787667,364.9771389,364.1722164,364.7460058,407.0221273,0,0,0,945.8009328,310.2018954,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,301.1560647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.1955728,0,0,0,0,0,404.4086124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.8172199,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.7868936,0,0,0,0,0,0,0,856.2421181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,510.525641,0,322.2073888,0,0,0,0,417.9720932,0,326.5310611,325.3090503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.0833366,0,0,304.914549,0,0,0,0,0,0,0,308.8970162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.3973485,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,495.517021,0,305.8743626,0,0,424.8958346,477.4854219,360.0426611,0,483.3577987,308.4599075,0,0,0,631.2811446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.1816009,0,0,688.6146798,0,0,0,0,0,0,0,312.8961507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.0609418,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,473.2291628,0,0,0,0,452.5612039,470.019305,393.4867059,0,491.4117815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.44473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.4881423,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,446.7839339,0,0,0,0,447.8332733,457.5683279,350.2866993,0,453.2935062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.4620171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
