14 10
13 -0.015208306 0.022472296 0.038869128 0.10387225 -0.07584393 -0.08209762 0.12903473 0.16939844 -0.089155436 -0.03415573
51 0.067968294 -0.0038049165 -0.053816106 0.07400034 -0.037705947 -0.023068316 0.0634681 0.053914987 -0.104952164 -0.09134625
31 0.07026985 0.056194313 0.063908055 0.009600857 0.06776931 -0.036532514 0.0036035124 0.075001866 -0.08304642 -0.037537936
62 -0.07854667 -0.0018131314 0.09243487 -0.06800978 -0.017016245 -0.023198074 0.10643757 -0.029448364 -0.01545809 -0.048409548
45 -0.105133 0.06775915 -0.09949554 -0.03318956 0.01705883 -0.010424825 -0.029625613 0.15624034 0.019909399 0.098753445
37 -0.08410404 0.050752755 -0.044707872 0.012034 0.0900996 -0.04727282 0.06024813 -0.04952084 -0.04613516 0.09495386
43 -0.017561337 0.007670889 -0.0442895 -0.07389064 -0.011098473 0.02258578 0.0038679298 0.070807755 -0.03560276 0.02305651
5 0.04952965 0.096046925 -0.021375492 -0.084827386 0.056022324 0.00022961872 0.11000743 0.03734385 -0.048797455 -0.084670596
57 -0.010617236 0.032882437 0.052628245 0.072864816 -0.053728435 0.01614932 0.071858376 -0.034496166 -0.03843521 0.068639345
33 0.010099046 0.017119365 0.023317995 0.012155631 0.11199668 0.04488387 -0.044619665 -0.0119689545 -0.019209856 0.06907741
61 -0.0883866 0.04162644 0.048980538 0.059985608 0.07973225 -0.06335292 0.023654375 0.07607433 -0.036845088 -0.060287856
46 -0.009947792 -0.0724719 -0.06516636 0.07808977 0.045072023 0.06844507 0.100079186 0.11838723 -0.05818698 -0.0021910924
14 0.023483753 -0.045190334 0.08388732 -0.09858165 0.06764641 0.029144168 -0.049328327 0.04398186 -0.017395759 0.06711383
17 0.0962817 -0.035895202 -0.0110506015 -0.053921066 0.04572557 0.024927566 0.09001065 0.08640106 0.08267321 0.0944164
